ticket_id,created_at,customer_id,department,city,state,device_type,os,browser,network_type,historical_tickets,sla_hours,resolution_time_hours,title,description,image_path,image_width,image_height,category,priority,status,assigned_team,has_attachment,sentiment_score,num_words,num_images,latitude,longitude,target_category
1806,2025-01-22T07:42:00,6912,TI,São Paulo,BA,Notebook,iOS,Chrome,WiFi,12,4,57,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01806.jpg,800,480,Financeiro,Crítica,Fechado,N1,0,0.532,3,0,-30.717992,-51.02617,Financeiro
1807,2025-01-22T07:59:00,7889,Financeiro,São Paulo,SP,Desktop,Windows,Edge,5G,1,4,26,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01807.jpg,800,768,Rede,Crítica,Aberto,N1,1,-0.667,6,1,-24.976969,-49.306153,Rede
1808,2025-01-22T08:16:00,5527,Operações,Curitiba,PR,Desktop,Linux,Chrome,5G,6,12,7,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01808.jpg,800,600,Hardware,Crítica,Aberto,N1,0,-0.049,3,3,-32.480272,-45.239893,Hardware
1809,2025-01-22T08:33:00,5096,TI,Santos,SP,Mobile,Android,Chrome,WiFi,38,4,1,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01809.jpg,1024,720,Rede,Crítica,Em andamento,N2,1,-0.685,5,3,-22.924583,-49.488464,Rede
1810,2025-01-22T08:50:00,8081,Operações,Santos,RJ,Notebook,Windows,Firefox,WiFi,9,8,68,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01810.jpg,1280,720,Hardware,Crítica,Aberto,N1,1,-0.172,6,3,-33.563447,-50.180958,Hardware
1811,2025-01-22T09:07:00,8303,RH,Curitiba,MG,Desktop,Android,Chrome,4G,30,4,64,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01811.jpg,1024,600,Software,Alta,Aberto,N2,1,0.727,6,3,-26.23433,-46.390873,Software
1812,2025-01-22T09:24:00,2999,Financeiro,Belo Horizonte,PR,Mobile,Windows,Safari,Cabo,6,24,14,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01812.jpg,1024,480,Software,Crítica,Aberto,N1,1,-0.675,6,2,-32.535496,-50.20165,Software
1813,2025-01-22T09:41:00,7823,RH,Campinas,SP,Mobile,Linux,Safari,WiFi,30,12,12,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01813.jpg,640,720,Rede,Alta,Em andamento,Infra,1,0.809,5,2,-26.664271,-47.726788,Rede
1814,2025-01-22T09:58:00,4146,Financeiro,São Paulo,SP,Mobile,Windows,Safari,5G,5,24,4,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01814.jpg,1280,480,RH,Baixa,Aberto,N1,0,-0.793,4,1,-28.87391,-47.830648,RH
1815,2025-01-22T10:15:00,8455,Operações,São Paulo,RJ,Notebook,iOS,Safari,4G,27,12,2,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01815.jpg,640,480,RH,Baixa,Fechado,N1,1,-0.418,6,1,-25.285504,-45.944296,RH
1816,2025-01-22T10:32:00,5766,TI,São Paulo,PR,Notebook,Linux,Edge,Cabo,19,4,16,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01816.jpg,1024,720,Financeiro,Média,Em andamento,Infra,1,0.885,4,1,-30.805219,-45.646348,Financeiro
1817,2025-01-22T10:49:00,2023,RH,Santos,RJ,Mobile,Windows,Chrome,5G,32,12,52,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01817.jpg,640,600,Software,Média,Fechado,Infra,0,0.256,6,2,-27.11414,-50.743147,Software
1818,2025-01-22T11:06:00,3406,TI,Curitiba,MG,Notebook,Android,Edge,Cabo,14,4,56,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01818.jpg,1024,768,Acesso,Alta,Aberto,Aplicações,0,0.558,5,2,-32.672938,-46.2588,Acesso
1819,2025-01-22T11:23:00,4666,Financeiro,Curitiba,BA,Desktop,Windows,Chrome,5G,34,48,6,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01819.jpg,1280,720,Acesso,Baixa,Fechado,Infra,1,0.495,3,0,-32.584913,-45.172791,Acesso
1820,2025-01-22T11:40:00,2744,Financeiro,Santos,BA,Notebook,iOS,Edge,5G,15,8,35,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01820.jpg,800,768,Hardware,Alta,Fechado,Aplicações,0,-0.136,3,3,-33.424731,-46.517949,Hardware
1821,2025-01-22T11:57:00,4955,TI,Curitiba,MG,Desktop,Android,Chrome,Cabo,30,4,11,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01821.jpg,640,768,Software,Alta,Fechado,Aplicações,1,-0.463,6,0,-25.758508,-49.551157,Software
1822,2025-01-22T12:14:00,1532,Financeiro,Curitiba,RS,Desktop,Windows,Edge,5G,9,24,51,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01822.jpg,640,720,Rede,Alta,Aberto,N2,1,-0.846,7,0,-32.8148,-49.67134,Rede
1823,2025-01-22T12:31:00,3908,RH,Belo Horizonte,BA,Mobile,Windows,Chrome,5G,32,8,12,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01823.jpg,640,600,Hardware,Crítica,Fechado,N1,1,0.873,5,2,-27.230834,-44.40585,Hardware
1824,2025-01-22T12:48:00,4955,TI,Campinas,MG,Notebook,iOS,Safari,Cabo,22,4,28,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01824.jpg,1024,720,Software,Média,Aberto,Aplicações,0,0.378,6,0,-23.358089,-50.514064,Software
1825,2025-01-22T13:05:00,9139,RH,Campinas,RJ,Desktop,Android,Safari,Cabo,31,12,24,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01825.jpg,640,768,Rede,Média,Fechado,N2,0,0.218,3,1,-33.421921,-47.220206,Rede
1826,2025-01-22T13:22:00,7055,RH,São Paulo,RS,Mobile,Android,Firefox,4G,3,12,18,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01826.jpg,1024,600,Rede,Baixa,Fechado,N1,1,-0.282,4,3,-28.411364,-45.172806,Rede
1827,2025-01-22T13:39:00,3984,RH,Campinas,PR,Mobile,Android,Safari,Cabo,14,48,13,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01827.jpg,1280,480,Acesso,Alta,Aberto,N2,0,-0.521,3,0,-32.688446,-44.307352,Acesso
1828,2025-01-22T13:56:00,1831,TI,São Paulo,PR,Notebook,Linux,Edge,WiFi,11,12,52,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01828.jpg,1024,768,Software,Média,Fechado,N1,0,-0.578,6,1,-31.823177,-44.624589,Software
1829,2025-01-22T14:13:00,5084,Financeiro,Curitiba,SP,Mobile,Android,Firefox,WiFi,15,24,2,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01829.jpg,1024,720,Financeiro,Crítica,Fechado,N2,1,0.236,7,0,-31.345417,-43.324366,Financeiro
1830,2025-01-22T14:30:00,3302,RH,São Paulo,RS,Desktop,Linux,Safari,WiFi,23,4,30,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01830.jpg,640,720,RH,Média,Fechado,Infra,1,0.429,5,1,-27.910596,-51.146311,RH
1831,2025-01-22T14:47:00,4789,TI,São Paulo,RJ,Desktop,iOS,Chrome,4G,36,12,51,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01831.jpg,800,768,RH,Crítica,Em andamento,Infra,1,-0.938,5,3,-24.182582,-52.948966,RH
1832,2025-01-22T15:04:00,6274,Operações,Campinas,MG,Mobile,Windows,Chrome,WiFi,35,8,30,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01832.jpg,1024,480,Software,Alta,Aberto,Infra,1,-0.038,6,1,-23.319337,-47.997092,Software
1833,2025-01-22T15:21:00,2149,Financeiro,Curitiba,MG,Desktop,Android,Firefox,Cabo,2,24,3,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01833.jpg,1280,720,Software,Crítica,Em andamento,Aplicações,0,0.289,6,3,-31.476508,-44.136328,Software
1834,2025-01-22T15:38:00,8057,TI,São Paulo,RS,Notebook,Android,Firefox,WiFi,38,8,63,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01834.jpg,800,480,Hardware,Baixa,Aberto,Infra,0,-0.539,6,3,-27.011818,-43.471954,Hardware
1835,2025-01-22T15:55:00,4460,TI,Curitiba,SP,Mobile,Linux,Chrome,WiFi,18,12,67,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01835.jpg,800,480,Software,Crítica,Em andamento,N2,0,-0.218,7,2,-28.908452,-46.241551,Software
1836,2025-01-22T16:12:00,5423,RH,Campinas,RJ,Notebook,Android,Chrome,5G,21,8,4,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01836.jpg,1024,600,Rede,Crítica,Em andamento,Aplicações,0,-0.741,6,3,-23.045932,-44.1254,Rede
1837,2025-01-22T16:29:00,8810,TI,Campinas,MG,Mobile,Android,Chrome,WiFi,36,48,54,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01837.jpg,1024,768,Financeiro,Alta,Em andamento,Aplicações,1,0.903,7,3,-22.912014,-45.733239,Financeiro
1838,2025-01-22T16:46:00,5317,Financeiro,Campinas,SP,Notebook,Android,Chrome,4G,5,12,42,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01838.jpg,1280,720,RH,Crítica,Em andamento,N1,0,-0.903,6,3,-26.758724,-45.190966,RH
1839,2025-01-22T17:03:00,2172,Operações,Santos,BA,Desktop,Android,Chrome,4G,40,48,7,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01839.jpg,1280,720,Hardware,Baixa,Aberto,N1,1,0.567,3,2,-23.407579,-49.54243,Hardware
1840,2025-01-22T17:20:00,1222,TI,Santos,SP,Desktop,Android,Safari,4G,22,12,60,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01840.jpg,1280,600,Hardware,Baixa,Em andamento,Aplicações,1,-0.659,5,3,-33.593699,-43.26412,Hardware
1841,2025-01-22T17:37:00,7963,Operações,Santos,PR,Notebook,Windows,Chrome,Cabo,33,4,61,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01841.jpg,1024,480,Rede,Crítica,Aberto,N1,0,0.335,6,0,-25.160444,-49.297836,Rede
1842,2025-01-22T17:54:00,1981,TI,Santos,RS,Notebook,Windows,Edge,Cabo,6,12,3,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01842.jpg,1280,480,RH,Alta,Em andamento,Infra,0,0.264,6,2,-28.556804,-45.140863,RH
1843,2025-01-22T18:11:00,1653,Operações,Campinas,BA,Desktop,Windows,Safari,5G,30,4,21,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01843.jpg,1024,768,Software,Baixa,Em andamento,N1,1,0.02,5,2,-30.769106,-47.222228,Software
1844,2025-01-22T18:28:00,5117,Financeiro,São Paulo,BA,Mobile,Linux,Firefox,WiFi,5,8,57,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01844.jpg,800,768,Rede,Média,Fechado,Infra,1,0.867,5,1,-25.28557,-48.570171,Rede
1845,2025-01-22T18:45:00,5360,Financeiro,Belo Horizonte,RS,Notebook,Windows,Chrome,4G,24,12,70,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01845.jpg,1024,720,Financeiro,Baixa,Aberto,N2,1,0.121,6,3,-27.694366,-46.724204,Financeiro
1846,2025-01-22T19:02:00,7509,RH,Curitiba,MG,Mobile,iOS,Firefox,5G,33,4,42,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01846.jpg,800,768,Software,Crítica,Aberto,Infra,0,0.126,4,3,-32.46345,-51.844713,Software
1847,2025-01-22T19:19:00,8130,RH,Curitiba,PR,Mobile,iOS,Chrome,WiFi,37,4,25,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01847.jpg,1024,600,Rede,Crítica,Em andamento,Infra,0,-0.315,4,1,-32.565859,-48.791239,Rede
1848,2025-01-22T19:36:00,7888,RH,Santos,RS,Desktop,Windows,Edge,5G,13,48,54,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01848.jpg,1280,480,Hardware,Alta,Fechado,Infra,1,0.57,4,3,-23.2709,-44.02465,Hardware
1849,2025-01-22T19:53:00,6823,RH,Curitiba,SP,Desktop,Android,Chrome,WiFi,23,12,37,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01849.jpg,1024,768,Rede,Baixa,Aberto,Infra,1,0.624,6,1,-29.764796,-43.26572,Rede
1850,2025-01-22T20:10:00,5376,Financeiro,Santos,MG,Mobile,Android,Safari,5G,26,8,31,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01850.jpg,1024,768,Acesso,Alta,Aberto,N1,1,-0.947,3,2,-23.423045,-45.374565,Acesso
1851,2025-01-22T20:27:00,8702,Operações,Belo Horizonte,BA,Mobile,Linux,Safari,5G,36,12,65,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01851.jpg,1280,480,Software,Crítica,Fechado,Infra,0,0.471,4,3,-24.895719,-52.873777,Software
1852,2025-01-22T20:44:00,4070,RH,Curitiba,BA,Notebook,Android,Firefox,4G,12,12,6,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01852.jpg,640,720,Acesso,Baixa,Fechado,Aplicações,0,-0.135,5,1,-28.587631,-44.480367,Acesso
1853,2025-01-22T21:01:00,3286,Financeiro,Curitiba,SP,Notebook,Android,Chrome,WiFi,24,8,55,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01853.jpg,1024,480,RH,Alta,Fechado,Aplicações,0,-0.314,4,1,-30.047474,-52.118826,RH
1854,2025-01-22T21:18:00,8805,TI,Curitiba,RS,Mobile,Linux,Firefox,WiFi,30,4,3,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01854.jpg,640,600,Rede,Crítica,Aberto,Infra,0,-0.717,6,3,-30.533796,-51.339285,Rede
1855,2025-01-22T21:35:00,5566,Financeiro,São Paulo,RS,Desktop,Windows,Safari,4G,39,48,16,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01855.jpg,640,600,Financeiro,Média,Fechado,Infra,1,0.802,5,0,-31.104678,-43.289904,Financeiro
1856,2025-01-22T21:52:00,2547,Financeiro,Curitiba,MG,Mobile,Android,Chrome,WiFi,9,4,25,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01856.jpg,800,480,Financeiro,Crítica,Em andamento,Aplicações,1,0.36,6,2,-32.119405,-47.417814,Financeiro
1857,2025-01-22T22:09:00,8891,Financeiro,Santos,RJ,Mobile,Android,Safari,Cabo,30,24,31,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01857.jpg,1024,768,Software,Média,Aberto,N2,0,0.633,5,1,-24.271219,-48.398509,Software
1858,2025-01-22T22:26:00,8437,Operações,São Paulo,PR,Desktop,Android,Chrome,4G,22,8,21,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01858.jpg,1280,720,RH,Baixa,Fechado,N2,1,0.724,6,2,-26.436248,-46.140763,RH
1859,2025-01-22T22:43:00,3352,RH,Belo Horizonte,BA,Notebook,iOS,Firefox,4G,38,4,22,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01859.jpg,1280,720,RH,Crítica,Aberto,Aplicações,1,-0.486,3,3,-23.779374,-52.273696,RH
1860,2025-01-22T23:00:00,7216,Operações,Belo Horizonte,PR,Mobile,iOS,Edge,Cabo,18,4,41,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01860.jpg,1280,600,Hardware,Crítica,Aberto,N1,0,-0.964,5,0,-30.92379,-46.126784,Hardware
1861,2025-01-22T23:17:00,2131,Operações,Belo Horizonte,MG,Desktop,Linux,Safari,WiFi,11,24,47,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01861.jpg,1280,480,Acesso,Baixa,Em andamento,Aplicações,0,0.601,7,2,-33.47339,-47.333846,Acesso
1862,2025-01-22T23:34:00,2301,TI,São Paulo,BA,Notebook,Android,Edge,5G,28,8,12,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01862.jpg,800,720,Software,Baixa,Aberto,N1,0,0.974,6,3,-30.799971,-51.213475,Software
1863,2025-01-22T23:51:00,1454,RH,Campinas,SP,Desktop,Windows,Safari,Cabo,29,8,31,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01863.jpg,1280,480,Rede,Crítica,Aberto,N1,0,0.321,4,2,-27.63408,-49.004059,Rede
1864,2025-01-23T00:08:00,3609,Financeiro,São Paulo,SP,Notebook,Windows,Firefox,5G,21,12,55,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01864.jpg,1280,480,Financeiro,Média,Aberto,Infra,0,0.952,6,2,-31.079891,-47.729394,Financeiro
1865,2025-01-23T00:25:00,2367,TI,Belo Horizonte,BA,Desktop,Windows,Edge,4G,3,4,41,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01865.jpg,800,480,Rede,Crítica,Fechado,N1,1,0.222,7,3,-33.166513,-43.555163,Rede
1866,2025-01-23T00:42:00,5489,RH,Curitiba,RS,Notebook,iOS,Chrome,4G,16,48,43,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01866.jpg,1280,600,Acesso,Média,Em andamento,Aplicações,1,-0.984,4,2,-31.956363,-50.034809,Acesso
1867,2025-01-23T00:59:00,5316,RH,São Paulo,BA,Notebook,Android,Edge,WiFi,33,8,64,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01867.jpg,1280,480,Hardware,Crítica,Aberto,Infra,0,-0.235,5,2,-23.286846,-52.891494,Hardware
1868,2025-01-23T01:16:00,6411,Financeiro,Curitiba,SP,Mobile,Linux,Safari,5G,35,24,42,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01868.jpg,640,768,Financeiro,Crítica,Em andamento,Infra,0,0.805,6,2,-25.662068,-46.921101,Financeiro
1869,2025-01-23T01:33:00,9088,TI,Belo Horizonte,RS,Desktop,Android,Chrome,WiFi,21,4,30,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01869.jpg,1280,720,Software,Crítica,Aberto,Aplicações,1,0.756,5,3,-33.331296,-51.684502,Software
1870,2025-01-23T01:50:00,5830,Operações,São Paulo,PR,Notebook,Windows,Safari,WiFi,2,24,69,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01870.jpg,640,768,Acesso,Baixa,Aberto,Aplicações,1,0.154,6,1,-26.478542,-50.86625,Acesso
1871,2025-01-23T02:07:00,2716,TI,Santos,MG,Desktop,iOS,Chrome,4G,2,4,64,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01871.jpg,1280,480,Acesso,Crítica,Aberto,Aplicações,1,0.516,4,0,-26.057089,-47.784844,Acesso
1872,2025-01-23T02:24:00,8753,Financeiro,Campinas,RS,Notebook,Android,Edge,5G,27,4,68,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01872.jpg,1280,720,Hardware,Crítica,Em andamento,N1,1,-0.144,7,1,-26.300158,-47.119289,Hardware
1873,2025-01-23T02:41:00,5905,TI,Santos,RJ,Desktop,Linux,Chrome,4G,10,24,23,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01873.jpg,1024,720,Software,Média,Fechado,N2,0,-0.154,6,3,-23.863649,-50.324157,Software
1874,2025-01-23T02:58:00,3794,TI,Santos,RS,Mobile,Android,Edge,5G,40,24,69,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01874.jpg,640,480,Financeiro,Baixa,Aberto,N2,1,0.511,7,1,-33.136973,-50.959833,Financeiro
1875,2025-01-23T03:15:00,9842,TI,Campinas,MG,Notebook,Windows,Chrome,5G,10,4,51,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01875.jpg,800,720,RH,Baixa,Aberto,N2,1,0.854,6,2,-24.153518,-46.934794,RH
1876,2025-01-23T03:32:00,8178,RH,São Paulo,PR,Mobile,iOS,Firefox,5G,22,48,51,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01876.jpg,800,720,Hardware,Crítica,Aberto,N2,1,-0.513,6,3,-28.203588,-51.238725,Hardware
1877,2025-01-23T03:49:00,3912,Financeiro,Santos,MG,Desktop,Windows,Safari,4G,1,48,57,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01877.jpg,1280,600,Hardware,Média,Fechado,Aplicações,0,0.634,6,1,-26.867608,-50.253672,Hardware
1878,2025-01-23T04:06:00,1073,RH,Curitiba,MG,Mobile,Android,Edge,Cabo,36,8,4,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01878.jpg,640,768,Hardware,Baixa,Em andamento,N1,0,0.403,6,2,-24.681697,-46.02577,Hardware
1879,2025-01-23T04:23:00,1625,RH,Santos,RS,Mobile,Linux,Safari,4G,39,4,37,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01879.jpg,1024,720,RH,Crítica,Fechado,N1,1,0.495,7,1,-33.171232,-48.44809,RH
1880,2025-01-23T04:40:00,3618,RH,Curitiba,MG,Notebook,Windows,Firefox,WiFi,3,12,7,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01880.jpg,640,768,Acesso,Baixa,Em andamento,Infra,1,-0.036,6,0,-27.892862,-51.318499,Acesso
1881,2025-01-23T04:57:00,3620,Operações,Belo Horizonte,MG,Desktop,iOS,Firefox,4G,20,8,24,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01881.jpg,640,768,Hardware,Crítica,Fechado,N2,1,-0.854,5,2,-24.007826,-51.941043,Hardware
1882,2025-01-23T05:14:00,8669,TI,São Paulo,PR,Mobile,iOS,Edge,WiFi,23,4,27,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01882.jpg,640,768,Software,Alta,Aberto,N1,1,0.497,6,2,-32.690069,-52.881549,Software
1883,2025-01-23T05:31:00,1683,Financeiro,Santos,SP,Notebook,iOS,Firefox,Cabo,9,24,53,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01883.jpg,800,720,Acesso,Alta,Fechado,Infra,1,-0.548,7,3,-24.672722,-51.089658,Acesso
1884,2025-01-23T05:48:00,3919,Operações,Belo Horizonte,SP,Notebook,Windows,Edge,5G,12,24,6,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01884.jpg,1280,480,RH,Alta,Aberto,Infra,0,-0.593,6,1,-27.153791,-50.158936,RH
1885,2025-01-23T06:05:00,9768,TI,Belo Horizonte,RJ,Notebook,iOS,Edge,Cabo,27,12,27,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01885.jpg,1280,768,Software,Alta,Fechado,N2,0,0.316,6,2,-26.246478,-47.197812,Software
1886,2025-01-23T06:22:00,2922,Financeiro,São Paulo,RS,Mobile,Android,Chrome,4G,24,8,14,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01886.jpg,1280,720,Rede,Crítica,Em andamento,N2,0,0.951,5,0,-32.396867,-53.022435,Rede
1887,2025-01-23T06:39:00,4637,Operações,São Paulo,BA,Mobile,iOS,Chrome,Cabo,20,4,20,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01887.jpg,1280,480,Software,Média,Em andamento,N1,0,0.556,6,1,-25.354868,-47.691932,Software
1888,2025-01-23T06:56:00,9439,Financeiro,Curitiba,SP,Notebook,Linux,Safari,WiFi,10,24,41,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01888.jpg,1280,720,Acesso,Crítica,Em andamento,N2,1,0.007,5,2,-31.563769,-43.243904,Acesso
1889,2025-01-23T07:13:00,9615,Operações,Campinas,RJ,Desktop,iOS,Chrome,WiFi,38,48,70,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01889.jpg,800,768,Financeiro,Baixa,Em andamento,Aplicações,0,0.262,3,3,-29.854885,-47.915983,Financeiro
1890,2025-01-23T07:30:00,1052,RH,Campinas,PR,Notebook,Linux,Chrome,5G,34,48,50,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01890.jpg,640,480,Software,Baixa,Em andamento,Aplicações,0,0.75,5,1,-28.498854,-52.635198,Software
1891,2025-01-23T07:47:00,9917,Financeiro,Curitiba,MG,Mobile,Windows,Safari,WiFi,28,48,18,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01891.jpg,800,768,Rede,Média,Aberto,Aplicações,1,-0.983,6,0,-33.349965,-52.483346,Rede
1892,2025-01-23T08:04:00,9946,Financeiro,Santos,MG,Mobile,iOS,Chrome,4G,34,8,25,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01892.jpg,1024,720,Rede,Baixa,Em andamento,Aplicações,1,0.832,3,1,-29.582902,-51.2903,Rede
1893,2025-01-23T08:21:00,7919,RH,Curitiba,MG,Desktop,Android,Safari,4G,14,4,68,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01893.jpg,1280,480,Hardware,Baixa,Fechado,N2,1,0.048,3,2,-26.104178,-44.774553,Hardware
1894,2025-01-23T08:38:00,7852,RH,São Paulo,MG,Desktop,Android,Edge,5G,34,4,31,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01894.jpg,1280,600,Hardware,Média,Fechado,N1,1,0.637,4,0,-24.636027,-46.480314,Hardware
1895,2025-01-23T08:55:00,8872,Financeiro,Santos,RJ,Desktop,Windows,Safari,Cabo,28,8,5,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01895.jpg,1024,720,Software,Alta,Em andamento,Aplicações,0,-0.936,5,2,-24.808447,-43.976283,Software
1896,2025-01-23T09:12:00,7569,Financeiro,São Paulo,SP,Notebook,iOS,Safari,4G,26,24,18,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01896.jpg,640,720,Financeiro,Alta,Fechado,Infra,1,-0.314,4,1,-30.354558,-49.698331,Financeiro
1897,2025-01-23T09:29:00,6473,RH,Curitiba,PR,Desktop,Linux,Chrome,5G,10,8,54,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01897.jpg,1280,768,Software,Alta,Aberto,Aplicações,0,-0.802,5,2,-32.664073,-47.984036,Software
1898,2025-01-23T09:46:00,7670,Operações,Campinas,RS,Desktop,Linux,Safari,Cabo,9,12,33,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01898.jpg,1280,720,RH,Média,Aberto,Aplicações,1,0.966,4,0,-31.329456,-49.125703,RH
